Drug_name, Disease, Clinical_status
Ciclesonide,Asthma,CA23
Ciclesonide,disease,CB40.Y
Ciclopirox,infection,1F29-1F2F
Cidofovir,infection,1D82
Cilastatin,infection,1A00-1C4Z
Cilazapril,failure,BD10
Cilostazol,claudication,BD40.00
Cimetidine,disorder,DA22
Cimetropium bromide,disorder,DA21
Cimetropium bromide,Spasm,MB47.3
Cinacalcet,Hyperparathyroidism,5A51
Cinacalcet,disease,GC2Z
Cinalukast,Asthma,CA23
Cinnarizine,disease,AB31.0
Cinolazepam,spasm,MB47.3
Cinoxacin,infection,GC08
Cinryze,angioedema,4A00.14
Ciprofibrate,Hyperlipoproteinemia,5C80
Ciprofloxacin XR,infection,1A00-1C4Z
Ciprofloxacin XR,cancer,2E92.7
Ciprofloxacin XR,infection,1B74-1G40
Ciprofloxacin+dexamethasone,media,AB00
Ciprofloxacin+dexamethasone,externa,AA00-AA13
Cisapride,disease,DA22.Z
Cisapride,disease,DE2Z
Cisatracurium,spasm,MB47.3
Cisplatin,tumour/cancer,2A00-2F9Z
Cissampeline,relaxant,NE60
Citalopram,Depression,6A70-6A7Z
Citicoline,ischaemia,8B1Z
Citrate salts,disease,GC2Z
Citric acid, magnesium oxide, sodium picosulfate,disease,DD70
Citrofen,Arthritis,FA20
Cladribine,leukaemia,2A82.2
Clarithromycin,infection,1A00-1C4Z
Clavulanate,infection,1A00-1C4Z
Clemastine,rhinitis,CA08.0
Clenbuterol,disorder,7A4Z
Clevidipine butyrate,Hypertension,BA00-BA04
Clidinium,pain,DD91.4
Clidinium,syndrome,DD91.0
Clindamycin,vulgaris,ED80
Clobazam - Lundbeck,disorder,6B00-6B0Z
Clobazam - Lundbeck,Epilepsy,8A60-8A68
Clobetasol,Rosacea,ED90.0
Clocortolone,Rosacea,ED90.0
Clodronate,Hypercalcaemia,5B91.0
Clofarabine,leukaemia,2A85
Clofarabine,syndrome,2A37
Clofazimine,disease,DD70
Clofazimine,infection,1B10-1B21
Clofibrate,Dysbetalipoproteinemia,5C80.2
Clofoctol,Bronchitis,CA20
Clomifene,infertility,GA31.Z
Clomiphene Citrate,infertility,GA31.Z
Clomipramine,Depression,6A70-6A7Z
Clomocycline,infection,1A00-1C4Z
Clonazepam,Epilepsy,8A60-8A68
Clonazepam,disorder,8A6Z
Clonidine,Hypertension,BA00-BA04
Clonixin,Dysmenorrhea,GA34.3
Clopamide,Edema,MG29
Cloperastine,Cough,MD12
Clopidogrel,Thrombosis,DB61-GB90
Clorazepate,disorder,6B00-6B0Z
Clorgyline,disease,8A00.0
Clorgyline,imperfections,EK71
Clostridium butyricum MIYAIRI 588,infection,1A00-1C4Z
Clothiapine,Schizophrenia,6A20
Clotiazepam,disorder,6B00-6B0Z
Clotrimazole,infection,1F29-1F2F
Clovoxamine,disorder,6A70.3
Cloxacillin,infection,1A00-1C4Z
Clozapine,Schizophrenia,6A20
CNTO-1959,Asthma,CA23
CNTO-1959,psoriasis,EA90.0
Coagulation Factor IX,B,3B11.0
Coal tar,vulgaris,EA90
Cobicistat,infection,1C62
Cobicistat/darunavir,infection,1C62
Cobicistat/darunavir,infection,1C62
Cocaine,Anaesthesia,9A78.6
Coccidioidin,Dermatomycosis,EA60
Codeine,Cough,MD12
Codeine,Pain,MG30-MG3Z
Colchiceine amide,tumour/cancer,2A00-2F9Z
Colchicine,arthritis,FA25.0
Colesevelam,Hypercholesterolaemia,5C80.0
Colestilan,complication,5A2Y
Colestipol,hypercholesterolemia,5C80.00
Colforsin daropate hci,Asthma,CA23
Colfosceril palmitate,syndrome,CB00
Colistimethate,infection,CA45
Colistin,infection,1B92
Collagenase,ulcers,1A36
Collagenase,burns,ME65.0
Collagenase clostridium histolyticum,Sarcoidosis,4B20.5
Colostrinin,disease,8A20
Combo with MEKi,Melanoma,2C30
Comvac4-HB,infection,1E51.0
Comvac5,infection,1E51.0
Comvax,infection,1E51.0
Conivaptan,hyponatremia,5C72
Conjugated Estrogens,symptom,GA30.0
Conjugated Estrogens,symptom,CA08
Conjugated estrogens a,therapy,8E01
Conjugated estrogens b,therapy,8E01
Connexyn,disorder,6A05.Z
Contraceptive combination,Contraception,QA21
Convallatoxin,disease,BA00-BE2Z
Copper,Contraception,QA21
Corifollitropin alfa,Infertility,GB04
Corticorelin Ovine Triflutate,imaging,N.A.
Corticotropin,disease,5A70
Corticotropin-zinc Hydroxide,colitis,DD71
cortisone,dermatitis,EA80
Cortisone Acetate,tumour/cancer,2A00-2F9Z
Cosyntropin,insufficiency,5A74
Cotinine,Insecticide,N.A.
Cotrimazine,infection,GC08
Co-trimoxazole,Diarrhea,ME05.1
CreaVax-RCC,carcinoma,2C90
Crestor/TriLipix,Dyslipidemia,5C80-5C81
crisaborole,dermatitis,EA80
Crizotinib,cancer,2C25.Y
Croconazole,disease,DA24.Y
Crofelemer,diarrhoea,1A2Z
Cromolyn sodium,dermatitis,EA80
Crotalidae fab,poisoning,NE61
Crotamiton,Pruritus,EC90
Cryptenamine Acetates,Hypertension,BA00-BA04
CSL-425,infection,1E30-1E32
CT-102,ulcer,BD54
Cupric Chloride,infection,1F29-1F2F
Cupric Sulfate,infection,1F29-1F2F
Cupric Sulfate,Herbicide,N.A.
Cupric Sulfate,attack,N.A.
Curemisinin,Malaria,1F40-1F45
Cureskin,Sarcoidosis,4B20.5
CVT-E002,infection,1A24-1D9Z
Cyanocobalamin,Anemia,3A00-3A9Z
Cyanocobalamin Co-57,deficiency,5B5F
Cyanocobalamin Co-60,deficiency,5B5F
Cyclacillin,infection,1A00-1C4Z
Cyclandelate,Dementia,6D80-6D86
Cyclizine,Nausea,MD90
Cyclobenzaprine,Depression,6A70-6A7Z
Cyclofenil,Infertility,GB04
Cyclopentolate,vision,QA00.6
Cyclophosphamide,tumour/cancer,2A00-2F9Z
Cycloserine,infection,1A00-1C4Z
Cycloserine,disorder,6B20
Cycloserine,Tuberculosis,1B10-1B14
Cyclosporine,vulgaris,EA90
Cyclosporine,Xerophthalmia,5B55.Y
Cyclothiazide,failure,BD10
Cycrimine,disease,8A00.0
Cynarin,infection,1A00
Cyproheptadine,Rhinitis,FA20
Cyproterone,cancer,2C82.0
Cysteamine,cystinosis,5C60
Cysteine Hydrochloride,overdose,PB24
Cytarabine,leukaemia,2A85
CytoGam,infection,1D82
Dabigatran,Stroke,8B20
Dabrafenib,Melanoma,2C30
Dabrafenib,Melanoma,2C30
Dacarbazine,Melanoma,2C30
Daclatasvir,infection,1E51.1
Daclizumab,sclerosis,8A40
Dacomitinib,cancer,2C25.Y
Dacomitinib,cancer,2C25.Y
Dactinomycin,tumour/cancer,2A00-2F9Z
Dalbavancin,infection,1A00-1C4Z
Dalfampridine,sclerosis,8A40
Dalfopristin,infection,1A00-1C4Z
Danaparoid,clot,BD71
Danazol,cancer,2C60-2C65
Danazol,Menorrhagia,GA20.50
Dantrolene,Hyperthermia,MG26
Dapagliflozin,diabetes,5A11
Saxagliptin Hydrochloride,diabetes,5A11
Dapiprazole,hypertension,9C61
Dapsone,pneumonia,CA40.20
Daptacel,disease,GB4Z
Daptomycin,infection,1A00-1C4Z
Daratumumab,myeloma,2A83
Darbepoetin alfa,Anemia,3A00-3A9Z
Darifenacin,bladder,GC50.0
Darunavir,infection,1C62
Dasatinib,leukaemia,2A20.0
Dasatinib,myeloma,2A83
Daunorubicin,leukaemia,2A60
Daunorubicin,tumour/cancer,2A00-2F9Z
Daunorubicin citrate liposome injection,sarcoma,2B57
Debrisoquin,Hypertension,BA00-BA04
Decamethonium,spasm,MB47.3
Decitabine,syndrome,2A37
Deferiprone,Thalassemia,3A50
Deferoxamine Mesylate,toxicity,FB83.20
Defibrotide,nephropathy,GB61.Z
Defibrotide,disease,DB98.6
Deflazacort,dystrophy,8C70
DEGARELIX,cancer,2C82.0
Dehydrocholic acid,Constipation,DD91.1
Delafloxacin Meglumine,infection,1C41
Delafloxacin Meglumine,infection,1F28-1G0Z
Delapril,disease,BA00-BE2Z
Delavirdine,infection,1C62
Delorazepam,disorder,6B00-6B0Z
Demecarium bromide,glaucoma,9C61
Demeclocycline,vulgaris,ED80
Demeclocycline,Bronchitis,CA20
Demeclocycline,disease,1C1G
Demecolcine,tumour/cancer,2A00-2F9Z
Denileukin diftitox,cancer,2C25.Y
Denileukin diftitox,leukaemia,2A60-2B33
Denopamine,disease,BA00-BE2Z
Denosumab,osteoporosis,FB83.11
Denosumab,cancer,2C82.0
Denosumab,arthritis,FA20
DEOXYCYTIDINE,leukaemia,2A60
DermaGraft,complication,5A2Y
Dermatan sulfate,thrombosis,BD71
Deserpidine,Hypertension,BA00-BA04
Desflurane,Anaesthesia,9A78.6
Desipramine,disorder,6A05.Z
Desipramine,Depression,6A70-6A7Z
Desirudin,thrombosis,BD71
Desirudin Recombinant,defect,3B10.0
Deslanoside,Arrhythmia,BC9Z
Deslanoside,insufficiency,BD1Z
Deslanoside,failure,BD10-BD13
Desloratadine,rhinitis,CA08.0
Deslorelin,tumour/cancer,2A00-2F9Z
Desmopressin,complication,5A2Y
Desogestrel,Contraception,QA21
Desonide,dermatitis,EA80
Desoximetasone,Inflammation,1A00-CA43.1
Desoxycorticosterone Pivalate,disease,5A74.0
Desoxyribonuclease,inflammation,GA0Z
Desvenalfaxine succinate,Fibromyalgia,MG30.01
Desvenlafaxine,disorder,6A70.3
Desvenlafaxine,symptom,GA30.0
Deutetrabenazine,disease,8A01.10
Deutetrabenazine,dyskinesia,8A02.10
Dexamethasone,arthritis,FA20
Dexamethasone sodium phosphate,Ataxia-telangiectasia,4A01.31
Dexbrompheniramine,fever,CA08.00
Dexchlorpheniramine Maleate,Rhinitis,FA20
Dexibuprofen,spondylitis,FA92.0
Dexlansoprazole,esophagitis,DA25.0
Dexlansoprazole,ulcer,DA60
Dexlansoprazole,disease,DA22.0
Dexlansoprazole,ulcer,DA61
Dexmedetomidine,Irritability,MB24
DEXMETHYLPHENIDATE HYDROCHLORIDE,disorder,6A05.Z
Dexpanthenol,healing,EL8Y
Dexrazoxane,cancer,2C60-2C65
Dexrazoxane,Chemoprotection,N.A.
Dexrazoxane,disease,CB7Z
Dextran,Thrombosis,DB61-GB90
Dextranomer,disease,1A00-CA43.1
Dextroamphetamine,disorder,6A05.Z
Dextroamphetamine,Narcolepsy,7A20
Dextromethorphan,Cough,MD12
Dextromethorphan Polistirex,cough,MD12
Dextropropoxyphene,Pain,MG30-MG3Z
Dextrothyroxine Sodium,level,5C80.00
Dezocine,Pain,MG30-MG3Z
DF-098,influenza,1G40
Dhaq diacetate,tumour/cancer,2A00-2F9Z
Diacol,infection,1A40.Z
Diatrizoate,disease,GC2Z
Diazepam,Epilepsy,8A60-8A68
Diazoxide,Hypertension,BA00-BA04
Dibenzepin,disorder,6B00-6B0Z
Dibucaine,Anaesthesia,9A78.6
Dichlorphenamide,glaucoma,9C61.0Z
Diclofenac,Osteoarthritis,FA00-FA05
Dicloxacillin,infection,1A00-1C4Z
Dicumarol,disorder,GA20-GA21
Dicumarol,Thrombosis,DB61-GB90
Dicyclomine,syndrome,DD91.0
Didanosine,infection,1C62
Dienestrol,vaginitis,GA30.2
Diethylcarbamazine,filariasis,1F66.3
Diethylstilbestrol,vaginitis,GA02
Diflorasone,Rosacea,ED90.0
Diflunisal,Pain,MG30-MG3Z
Difluprednate,pain,MC18
Digitalin,disease,BA00-BE2Z
Digitoxin,Arrhythmia,BC9Z
Digitoxin,insufficiency,BD1Z
Digitoxin,failure,BD10-BD13
Digoxin,Arrhythmia,BC9Z
Digoxin,insufficiency,BD1Z
Digoxin,failure,BD10-BD13
Dihydralazine,Hypertension,BA00-BA04
Dihydroartemisinin,Malaria,1F40-1F45
Dihydroergocristine,dependence,6C40.2
Dihydroergotamine,Migraine,8A80
Dihydroergotamine nasal,Migraine,8A80
Dihydroergotoxine,disease,8A20
Dihydrotachysterol,Hypocalcemia,5B5K.1
Dihydroxyacetone,Sunburn,EJ40
Dihydroxyaluminium,inflammation,EF20.Y
Diloxanide,infection,1D0Y-1G2Z
Diltiazem,Hypertension,BA00-BA04
Dimenhydrinate,Nausea,MD90
Dimercaprol,intoxication,NE6Z
Dimethindene,allergy,4A80
Dimethyl Sulfoxide,arthritis,FA20
Dinoprost Tromethamine,Abortion,JA00
Dinoprostone,abortion,JA00.1Z
Diosmin,Hemorrhoids,DB60
Diphemanil Methylsulfate,ulcer,DA61
Diphenhydramine,disease,AB31.0
Diphenidol,Nausea,MD90
Diphenoxylate,Diarrhea,ME05.1
Diphenylpyraline,rhinitis,CA08.0
Diphtheria antitoxin,infection,1C17.Z
Diphtheria toxoid adsorbed,infection,1C17.Z
Diphtheria, tetanus, acellular pertussis vaccine,infection,1C12.0
Diphtheria/tetanus toxoids,infection,1A04
Diphtheria-tetanus vaccine,infection,1A04
Dipivefrin,glaucoma,9C61.0
Dipyridamole,Hypertension,BA00-BA04
Dirithromycin,infection,1A00-1C4Z
Disopyramide,incontinence,MF50.2
Disopyramide,arrhythmias,BC71
Disulfiram,dependence,6C40.2
Dithranol cream,vulgaris,EA90
Divalproex sodium,disorder,8A6Z
Dixyrazine,disorder,6B00-6B0Z
Dobutamine,failure,BD10-BD13
Docarpamine,Hypertension,BA00-BA04
Docetaxel,tumour/cancer,2A00-2F9Z
Docetaxel,tumour/cancer,2A00-2F9Z
Docosanol,infection,1F00
Docusate,Constipation,DD91.1
Dofetilide,disorder,BC9Y
Dolasetron,Nausea,MD90
Dolutegravir,infection,1C62
Dolutegravir,infection,1C62
Domperidone,disease,DE2Z
Donepezil,disease,8A20
Dopamine,Hypotension,BA20-BA21
Dopamine,disease,8A00.0
Dopexamine,failure,BD10-BD13
Doripenem,infection,1B74-1G40
Doripenem,infection,GC08
Dornase Alfa,fibrosis,CA25
Dornase alpha,fibrosis,CA25
Dorzolamide,glaucoma,9C61
Dosmalfate,ulcer,DA60.Z
Dothiepin,disorder,6A70.3
Doxacurium,Spasm,MB47.3
Doxapram,disease,CB40
Doxazosin,Hypertension,BA00-BA04
Doxepin,Depression,6A70-6A7Z
Doxercalciferol,disease,GB61
Doxifluridine,tumour/cancer,2A00-2F9Z
Doxofylline,Asthma,CA23
Doxorubicin,tumour/cancer,2A00-2F9Z
Doxorubicin,Tumour,2A00-2F9Z
Doxycycline,disease,DA0D
Doxycycline,periodontitis,DA0C.Y
Doxycycline,ulcer,BD54
Doxylamine,sickness,SC00
DPT-HBV,infection,1E51.0
DP-VPA,disorder,6A60
Dromostanolone,tumour,2C60-2C6Z
Dronedarone,pectoris,BA40
Dronedarone,fibrillation,BC81.3
Droperidol,Nausea,MD90
Drospirenone,Contraception,QA21
Drotaverine,syndrome,DD91.0
Drotrecogin alfa,ischaemia,8B1Z
Drotrecogin alfa,sepsis,1G40-1G41
Droxidopa,hypotension,8D87.0Y
DTaP-IPV,infection,1C12.0
DTI-015,cancer,2A00
DTI-015,cancer,2C12
DTP vaccine,infection,1C12.0
DU-176b,fibrillation,BC81.3
Duac low dose,vulgaris,ED80
Dukoral,infection,1A03
Dulaglutide,diabetes,5A11
Duloxetine,Depression,6A70-6A7Z
Dupilumab,Asthma,CA23
Dupilumab,dermatitis,EA80
Durvalumab,carcinoma,2C92.0
Dutasteride,hyperplasia,GA90
Dutasteride,cancer,2C82.0
Duteplase,deficiency,3B14.Z
Dyclonine,Pain,MG30-MG3Z
Dydrogesterone,disorder,GA20.3
Dyphylline,asthma,CA23
E-2007,neuropathy,8C0Z
E-2007,disease,8A00.0
Eberconazole,infection,1F29-1F2F
Ebselen,injury,ND56.Z
Ecabet sodium,Ulcer,CA02-CB40
Ecabet sodium,Xerophthalmia,5B55.Y
Ecallantide,occlusion,9B74.1
EchiTAb,intoxication,NE6Z
Echothiophate Iodide,glaucoma,9C61.0Z
Echovist,disease,GA6Z
Econazole,candidiasis,1F23.14
Econazole,corporis,1F28.Y
Econazole,cruris,1F28.3
Econazole,pedis,1F28.2
Econazole,versicolor,1F2D.0
Eculizumab,degeneration,9B75.0
Edetate calcium disodium,Toxicity,N.A.
Edetate disodium,arrhythmia,BC65
Edoxaban tosylate,Embolism,JB42
Edoxaban tosylate,Stroke,8B20
Edoxaban tosylate,thromboembolism,BD72
Edrophonium,gravis,8C6Y
Efalith,vulgaris,ED80
Efalizumab,vulgaris,EA90
Efalizumab,transplantation,NE84
Efavirenz,infection,1C62
Efinaconazole,infection,1F29-1F2F
Eflornithine,trypanosomiasis,1F51
Egualen sodium,Ulcer,CA02-CB40
Elagolix sodium,Endometriosis,GA10
Elapegademase,defciency,4A01.1
elbasvir + grazoprevir,infection,1E51
Elcatonin,metabolism,5C64.5
Eletriptan,Migraine,8A80
Eliglustat tartrate,disorder,5C50-5D2Z
Elliptinium acetate,tumour/cancer,2A00-2F9Z
Eloctate,A,3B10.0
Elosulfase alfa,Mucopolysaccharidosis,5C56.3
Elotuzumab,myeloma,2A83
Eltrombopag,purpura,3B64.10
Eltrombopag,Thrombocytopenia,3B64
Eluxadoline,syndrome,DD91.01
Elvitegravir,infection,1C62
Elvitegravir/cobicistat/emtricitabine/tenofovir disoproxil fumarate,infection,1C62
Elvitegravir/cobicistat/emtricitabine/tenofovir disoproxil fumarate,infection,1C62
Emapalumab,lymphohistiocytosis,4A01.23
Emdogain,tumour/cancer,2A00-2F9Z
Emedastine,conjunctivitis,9A60.02
Emepronium,incontinence,MF50.2
Emetine,infection,1E50-1E51
Emicizumab,deficiency,3B10
Empagliflozin,diabetes,5A10
Empagliflozin/linagliptin,diabetes,5A11
Emtricitabine,infection,1E51.0
Emtricitabine,infection,1E50-1E51
Emtricitabine,infection,1C62
Enalapril,Hypertension,BA00-BA04
Enalaprilat,Hypertension,BA00-BA04
ENASIDENIB MESYLATE,leukaemia,2A60
Enbrel,Arthritis,FA20
Enflurane,Anaesthesia,9A78.6
Enfuvirtide,infection,1C62
Engerix B,infection,1E51.0
Enocitabine,tumour/cancer,2A00-2F9Z
Enoxacin,infection,GC08
Enoxaparin,Thrombosis,DB61-GB90
Enoxaparin,thrombosis,BA43
Enoximone,failure,BD10
Enprofylline,Asthma,CA23
Enprostil,Ulcer,CA02-CB40
Entacapone,disease,8A00.0
Entecavir,infection,1E51.0
Enteric-coated mycophenolate sodium,rejection,NE84
Enzalutamide,cancer,2C82.0
Epalrestat,neuropathy,8C0Z
Epalrestat,Pain,MG30-MG3Z
Epanova,Hypertriglyceridemia,5C80.1
Epaxal,infection,1E50.0
Epervudine,infection,1A24-1D9Z
Ephedrine,Asthma,CA23
Epicillin,infection,1A00-1C4Z
Epidermal growth factor,Vulnerary,ND56.Z
Epidermal growth factor,healing,EL8Y
Epinastine,conjunctivitis,9A60.02
Epinephrine,Allergy,4A80-4A85
Epipodophyllotoxin,tumour/cancer,2A00-2F9Z
Epirubicin,tumour/cancer,2A00-2F9Z
Eplerenone,failure,BD10-BD13
Epoetin alfa,Anemia,3A00-3A9Z
Epoietin delta,neutropenia,4B00.0
Epoprostenol,hypertension,BB01
Eprosartan,Hypertension,BA00-BA04
Eptaplatin,tumour/cancer,2A00-2F9Z
Eptazocine hbr,Pain,MG30-MG3Z
Eptifibatide,events,BA40.Z
Erdosteine,Bronchitis,CA20
Erenumab,Hyperprolactinaemia,5A60.1
Ergocalciferol,Hypoparathyroidism,5A50
Ergoloid mesylate,disease,8A20
Ergonovine,haemorrhage,JA43
Ergotamine,Headache,8A80-8A84
Ergotidine,allergy,4A80
Eribulin,cancer,2C60-2C65
Erlotinib,cancer,2B90.Z
Erlotinib,cancer,2C25.Y
Erlotinib,cancer,2C10
Ertapenem,infection,1A00-1C4Z
Erythrityl Tetranitrate,pectoris,BA40
Erythromycin,infection,1A00-1C4Z
Erythromycin/sulfisoxazole,infection,1B74-1G40
Erythropoietin beta,porphyrias,5C58.12
Escitalopram,disorder,6A70.3
Eslicarbazepine,disorder,8A6Z
Esmolol,tachycardia,BC81
Esomeprazole,ulcer,DA61
Estazolam,Insomnia,7A00-7A0Z
Esterified estrogens,cancer,2C60-2C65
Estradiol,cancer,2C60-2C65
Estradiol Acetate,therapy,8E01
Estradiol Cypionate,therapy,8E01
Estradiol Valerate,therapy,8E01
Estramustine,cancer,2C82.0
Estriol,deficiency,5A61.1
Estrogen,symptom,GA30.0
Estrone,disorder,GA30
Estropipate,Hypogonadism,5A61.0
Eszopiclone,Insomnia,7A00-7A0Z
Etanercept,Arthritis,FA20
Etanercept,vulgaris,EB40
Etanercept,Sciatica,ME84.3
Etanidazole,tumour/cancer,2A00-2F9Z
Etelcalcetide,hyperparathyroidism,5A51.1
Eteplirsen,dystrophy,8C70
Eterobarb,disorder,8A6Z
Ethacrynate Sodium,pressure,BA00
Ethacrynic,Edema,MG29
Ethacrynic acid,pressure,BA00
Ethambutol,tuberculosis,1B10.Z
Ethamsylate,Menorrhagia,GA20.50
Ethanol,pain,MG30
Ethanol,Cystitis,GC00
Ethanolamine oleate,disorder,GA20-GA21
Ethchlorvynol,Insomnia,7A00-7A0Z
Ethinamate,Insomnia,7A00-7A0Z
Ethinyl Estradiol,hypogonadism,GA30.6
Ethiodized oil,disease,BD9Z
Ethionamide,Tuberculosis,1B10-1B14
Ethopropazine,disease,8A00.0
Ethosuximide,Epilepsy,8A60-8A68
Ethotoin,seizure,8A68.0
Ethoxzolamide,ulcer,DA63
Ethoxzolamide,hypertension,9C61
Ethyl chloride,Pain,MG30-MG3Z
Ethylestrenol,deficiency,5A81.1
Ethynodiol Diacetate,Contraception,QA21
ETI-204,Anthrax,1B97
Etidocaine,Pain,MG30-MG3Z
Etidronate Disodium,Osteoporosis,FB83.0
Etidronic acid,disease,FB85
Etodolac,Pain,MG30-MG3Z
Etofenamate,arthritis,FA20
Etomidate,Anaesthesia,9A78.6
Etonogestrel,Contraception,QA21
Etoposide,tumour/cancer,2A00-2F9Z
Etoricoxib,arthritis,FA20
Etozolin,failure,BD10
Etravirine,infection,1C62
Etretinate,Keratosis,ED56
Eupatilin,diarrhoea,1A36.0Z
Eupatilin,Pancreatitis,DC31-DC34
EVANS BLUE,aneurysm,BD50.4
Everolimus,cancer,2C90.0
Everolimus,carcinoma,2C90
Exemestane,cancer,2C60-2C65
Exenatide,diabetes,5A11
Exjade,disease,5C64.10
Extract of serenoa repens,hyperplasia,GA90
Extrothyroxine,Hyperlipoproteinemia,5C80
Ezetimibe,Hypercholesterolaemia,5C80.0
Ezogabine extended release,disease,4A62
F18-florbetaben,disease,8A20
F18-flutemetamol,disease,8A20
Factor 8,Hemophilia,3B10.0
Factor ix human,Hemophilia,3B10.0
Factor viia,Hemophilia,3B10.0
Factor viii,Hemophilia,3B10.0
FADROZOLE,cancer,2C60-2C65
Falecalcitrol,Hyperparathyroidism,5A51
Famciclovir,infection,1A24-1D9Z
Famotidine,ulcer,DA61
Faropenem,infection,1B74-1G40
Fat emulsion,deficiency,5B50-5B71
Febarbamate,lymphoma,2B33.5
Febuxostat,Hyperuricaemia,5C55.Y
Felbamate,Epilepsy,8A60-8A68
Felbinac,Arthritis,FA20
Felodipine,Hypertension,BA00-BA04
Felypressin,Localisation,N.A.
FENBUFEN,Arthritis,FA20
Fendrix,infection,1E51.0
Fenhexamid,disease,N.A.
Fenofibrate,level,5C80.0
FENOFIBRIC ACID,disease,BA00-BE2Z
Fenoldopam,Hypertension,BA00-BA04
Fenoprofen,arthritis,FA20
Fenoterol,Asthma,CA23
Fenquizone,Hypertension,BA00-BA04
Fentanyl,Analgesia,MB40.8
Fentanyl/droperidol,Anaesthesia,9A78.6
Fentiazac,Dysmenorrhea,GA34.3
Feraheme/Rienso,anemia,3A00
Ferric citrate,disease,GB61
Ferric Hexacyanoferrate(II),poisoning,NE61
FerriSeltz,disease,DE2Z
Ferrous Citrate, Fe-59,deficiency,5B5K.0
Ferumoxides,cancer,2C12
Ferumoxides,disease,DB90-BD99
Ferumoxytol,disease,GB61
Fesoterodine fumarate,bladder,GC50.0
Fexofenadine,rhinitis,CA08.0
Fibrin Sealant,healing,EL8Y
Fibrinogen,thrombosis,BD71
Fibrinogen,embolism,BB00
Fibrinogen, I-125,thrombosis,BD71
Fibrinolysin,healing,EL8Y
Fidaxomicin,diarrhea,1A04
Filgrastim,Neutropenia,4B00.0
Filgrastim-SNDZ,Neutropenia,4B00.0
Finafloxacin,infection,GC08
Finasteride,hyperplasia,GA90
Fingolimod,sclerosis,8A40.1
Fish oil triglycerides,nutrition,DB99.60
Flavoxate,Dysuria,MF50.7
Flavoxate,Nocturia,MF55
Flavoxate,pain,MG30-MG3Z
Flavoxate,Urgency,N.A.
Flecainide,fibrillation,BC81.3
Flecainide,Tachyarrhythmias,BC71
Fleroxacin,infection,1A00-1C4Z
Flibanserin,dysfunction,HA01.1
Flibanserin,disorder,6A60-6E23
Flomoxef sodium,infection,1A00-1C4Z
Florbetapir F-18,imaging,N.A.
Floxuridine,cancer,2B91.Z
Floxuridine,tumour/cancer,2A00-2F9Z
Flu (pre-) pandemic,infection,1E30
Flu vaccine, GlaxoSmithKline,infection,1E30
Fluarix,infection,1E30-1E32
FluBlok,infection,1E30-1E32
Flucelvax,infection,1E51.0
fluciclovine F-18,cancer,2C82.0
Flucloxacillin,infection,1A00-1C4Z
Fluconazole,infection,1F29-1F2F
Flucytosine,Endocarditis,BB40-BA42
Fludarabine,malignancy,2B33.Y
Fludeoxyglucose F 18,tumour/cancer,2A00-2F9Z
Fludiazepam,disorder,6B00-6B0Z
Fludrocortisone,syndrome,5C72
Flufenamic Acid,Dysmenorrhea,GA34.3
FluLaval FluLaval,infection,1E30-1E32
Flulaval QIV,infection,1E30
Flumazenil,overdose,PC91
Flumethasone Pivalate,dermatitis,EK0Z
FluMist,infection,1E30-1E32
Flunarizine,Migraine,8A80
Flunisolide,rhinitis,CA08.0
Flunitrazepam,Insomnia,7A00-7A0Z
Fluocinolone Acetonide,Inflammation,1A00-CA43.1
Fluocinonide,Inflammation,1A00-CA43.1
FLUORESCEIN,disease,1F00.1Z
Fluorescein Sodium,vasculature,BA00-BE2Z
Fluorometholone,disease,CA22
Fluoroquinolone,infection,1A00-1C4Z
Fluorouracil,tumour/cancer,2A00-2F9Z
Fluorouracil,tumour/cancer,2A00-2F9Z
Fluorouracil,Tumour,2A00-2F9Z
Fluoxetine,Depression,6A70-6A7Z
Fluoxymesterone,cancer,2C60-2C65
Fluphenazine,disorder,6A20-6A25
Fluprednisolone,Asthma,CA23
Flurandrenolide,Inflammation,1A00-CA43.1
Flurazepam,Insomnia,7A00-7A0Z
Flurbiprofen,arthritis,FA20
Flurithromycin ethylsuccinate,infection,1A00-1C4Z
Fluspirilene,Schizophrenia,6A20
Flutamide,cancer,2C82.0
Fluticasone,rhinitis,CA08.0
Flutrimazole,infection,1F29-1F2F
Flutropium bromide,Cough,MD12
Fluvastatin,Hypercholesterolaemia,5C80.0
Fluvax,infection,1E30-1E32
Fluvirin,infection,1E30-1E32
Fluvirin A(H1N1),infection,1E30-1E32
Fluvoxamine,Depression,6A70-6A7Z
Fluzone QIV ID,cancer,2C73
Fluzone QIV IM,Influenza,1E30-1E32
Focetria A(H1N1),infection,1E30-1E32
Folic,anemia,3A02.Y
Folic Acid,deficiency,5B55-5B71
Follitropin alfa/lutropin alfa,Infertility,GB04
Follitropin beta,infertility,GA31.Z
Fomepizole,poisoning,NE61
Fomivirsen sodium,retinitis,9B72.00
Fondaparinux sodium,thrombosis,BA43
Forasartan,Hypertension,BA00-BA04
Formoterol,Asthma,CA23
Formoterol/budesonide,Asthma,CA23
Fosamprenavir,infection,1C62
Foscavir,retinitis,9B72.00
Fosfestrol,tumour/cancer,2A00-2F9Z
Fosfluconazole,infection,1F29-1F2F
Fosfomycin,infection,1A00-1C4Z
Fosfosal,Pain,MG30-MG3Z
Fosinopril,Hypertension,BA00-BA04
Fosmidomycin,Malaria,1F40-1F45
