gene_name,drug_claim_name
FLT4,SORAFENIB TOSYLATE
,Tretinoin
AR,QUININE SULFATE
RET,Romiplostim
EGFR,363894206
KCNJ1,135652729
MAP2K2,CHEMBL2138601
EGFR,CHEMBL422872
TUBB,Tasidotin hydrochloride
TNFRSF8,VITAMIN A
PTGS2,IBUPROFEN
NPC1,SU-4312
LOH19CR1,PREDNISOLONE
EHMT2,MEDRONIC ACID
GABRA3,CHEMBL1341
HTT,PMID27376512-Compound-PG-11047
HTR2C,amisulpride
PTPRC,[131I]-BC8
,PMID27774824-Compound-Figure11Example1up
TOP1,9-PHENYLIMIDAZO[1
GRM5,ADX-48621
ACE,amlodipine
DRD3,135650345
GRM2,PMID25435285-Compound-52
NOV,DB00071
HDAC8,PMID29671355-Compound-67
BRAF,PLX3397
NFE2L2,PROPYLPARABEN
DRD4,135651092
KCNK9,CHEMBL1200733
PIK3R6,PKI-587
DRD3,135650243
NR3C2,PMID27551786-Compound-106
IL2RB,Leukocyte interleukin
SOST,CHEMBL1742993
CYP3A4,SB-202190
,Lornoxicam
CYP2B6,artemisinin
BAZ2B,SJ000018300
PTPN1,DB02622
AR,NILUTAMIDE
MAPK1,DB02733
PARP1,DB13877
SLC6A2,MAPROTILINE
SERPIND1,DB14548
LIPE,178103313
TAC1,PUROMYCIN
PDE3A,K-134
SMAD3,DNDI1417601
HKDC1,SJ000044511
PIK3CA,Olaparib
EGFR,315661259
,Biphenyl mannoside derivative 6
NR1D1,SR9011
CYP2D6,363894176
GABRA5,GANAXOLONE
GLP1R,SJ000113107
F2,DB07461
EHMT2,SJ000014858
ERCC1,PACLITAXEL
DCTD,gemcitabine
GMNN,OUABAIN
TUBA1A,CHEMBL2108628
PLA2G4A,FLUOROMETHOLONE
SMAD3,CID 663143
MPHOSPH8,NORDIHYDROGUAIARETIC ACID
CKM,SALT
CBX1,MITOXANTRONE DIHYDROCHLORIDE
JAK2,A-1155463
HRH2,DB01238
NTRK2,249565751
PDK3,DB03758
ADCY5,DB09121
SSTR4,135652578
DRD3,CHEMBL1200986
FAAH,Spirocyclic diamine urea derivative 2
DRD2,Fluspirilene
BAX,NITROGEN MUSTARD
HTR2A,DB00715
MRC1,DB09266
HCAR1,135651506
ESR1,384403649
MS4A1,CAR-T cells targeting CD20
GBA,GNF-PF-4085
KRT16,DB01593
SSTR1,135652502
IGHG4,DB09130
ADRB2,DB01408
FAAH,Propofol
ABCC1,384403652
ABCC8,DB00839
HDAC7,CHEMBL235191
CHRM3,385612230
GABRB3,CHEMBL2096631
,ORANTINIB
CHRM1,METHOTRIMEPRAZINE
TEK,CHEMBL3545120
GABRA5,BUTETHAL
GRIA2,178100987
SLC6A3,178103890
FLT3,DB12010
PTGIR,Misoprostol
EPRS,DB03376
NPM1,Crizotinib
RET,Pyrrolo-pyrimidine derivative 5
SMO,178103554
GRM2,178102843
MMP1,DB00786
AR,RALOXIFENE HYDROCHLORIDE
DRD2,ROPINIROLE
TP73,UVB
CA3,DB08846
SLCO2B1,rosuvastatin
HRAS,Pz-1
F2,DB04771
PLAUR,ADENOVIRAL VECTOR
BDKRB1,CHEMBL3545386
ADRA1B,135650819
FOLH1,IMMUNOTOXIN
VDR,AGROCLAVINE
KCNN2,135651249
POLK,CARMINE
STAT3,GNF-PF-1399
IDH1,BI-87E7
CYP1A2,carbamazepine
ACHE,Rivastigmine
APH1B,LY-411575
PYGM,DB02519
HTR1A,135650312
FLT4,CHEMBL150894
TOP1,DB05482
ASXL1,N/A
KDM4A,ERGOCRYPTINE
,Glucarpidase
AR,ARN-509
MUC1,SODIUM BUTYRATE
HTR2A,CHEMBL71
PDE4A,ENPROFYLLINE
PDE4D,CHEMBL932
AR,CRUFOMATE
KCNH2,MMV665817
NPSR1,178102440
FRK,TAMATINIB
TP53,CID 867101
AKR1B1,QR-333
IL4,Tepoxalin
CYP3A5,haloperidol
POLB,MBO7133 (CYTARABINE PRODRUG)
ATXN2,TCMDC-125298
GRPR,178102803
ME3,DHT
GSK3A,Thiadiazolidindione derivative 2
HTR6,135651059
PTGIS,PHENYLBUTAZONE
IL12B,BRIAKINUMAB
P2RY12,135650403
IL2RA,R24
SLC1A1,CLOZAPINE
CCR2,135650935
GABRA1,CHEMBL1201065
OPRM1,405067320
GRIN2D,178101060
EGFR,223365979
RARA,135650006
NFE2L2,SJ000032081
FCGR3A,DB00005
TUBA1A,CHEMBL492399
PDGFRB,SORAFENIB
IL2RA,DNCB
PTGER1,135650766
PIK3CA,NSC-79888
PNP,CHEMBL550755
VHL,Alpha 2 Interferon
IGF1R,OSI-906
ZFY,DB02884
L3MBTL3,249565912
HSP90AA1,SJ000018300
GRIK2,DB00142
CHRM4,178103926
PTPRC,HYDROGEN PEROXIDE
CD40LG,BI 655064
CHRM1,DB01175
GABRA1,DB13643
CYP2C9,PSORALEN
GABRA6,TEMAZEPAM
TUBA3E,VINORELBINE BASE
IDH3B,DB00157
TYR,Thiazoline derivative 2
CDK18,249565897
CHRNA4,RPI-MN
IDO1,
ACHE,RIVASTIGMINE
ANO1,178100996
BRAF,DB06999
DRD2,DB00391
MUC2,DB01411
GABRR3,HALAZEPAM
ROS1,ENTRECTINIB
PTEN,PANITUMUMAB
PTGS2,PHENYLBUTAZONE
HSPA5,DB13998
KMT2A,Daunorubicin
NOS1,DB03144
APEX1,DOPAMINE HYDROCHLORIDE
ALK,385612233
ADRB2,DB00195
HTR1A,178103801
PLAU,RETINOL
SMAD3,BISINDOLYLMALEIMIDE IX
NFE2L2,TRIBUTYLTIN-OXIDE
CXCL10,DB04487
TRPM2,135650269
GABRP,CHEMBL1200602
OPRD1,CODEINE
SLC12A3,CHEMBL435
RXRA,2-PHENYLPHENOL
CALCR,178100627
CCKBR,178100529
IVD,DB03147
GABRA5,PRIMIDONE
TSHR,BERGAMOTTIN
IL13RA2,Tralokinumab
TFPI,PI-88
GABRD,CLORAZEPATE
MT-ND1,SEVOFLURANE
TSHB,AZATHIOPRINE
HSD17B10,PRAZOSIN HYDROCHLORIDE
KCNB2,CHEMBL284348
ERBB2,Talazoparib
SERPINE1,9-CIS RETINOIC ACID
HRH1,BIPERIDEN
FYN,CHEMBL403989
VIP,RIBAVIRIN
GABRG1,ADINAZOLAM
PPP3CA,Cyclosporine
CYP2B6,aflatoxin b1
TUBA4A,MAYTANSINOL
GLP1R,PYRONIN Y
ITGB3,DB06472
GABRA1,DB12537
DRD2,DB01233
SCN1A,ZONISAMIDE
CHRNA4,BUTABARBITAL
NPSR1,PMID27788040-Compound-6a
CSF1R,CHEMBL1567
CA4,DB00774
PARP1,DB14487
SLC1A1,178101343
KCNQ2,135651544
ASIC1,P-552
ATRX,Gemcitabine
,BTA-798
KCNJ5,FLUPIRTINE
GRIN1,DIZOCILPINE
PAK1,TOZASERTIB
CASP1,DB05408
SLC29A1,DB00197
CCR2,135652636
PPARD,TCMDC-123920
CYP2C9,6-CHLOROMELATONIN
GFAP,PROTEASE INHIBITOR
NR3C1,DB14631
GATM,hmg coa reductase inhibitors
TNF,SODIUM CROMOGLYCATE
EDNRA,SPI-1620
MTHFR,sulfasalazine
HTR6,135650921
FEN1,SRT-1720
KDM4E,DEFERIPRONE
DRD1,CGS-21680
MINK1,BAY-613606
SCN10A,CHEMBL1200819
FLT1,178102585
PTGS1,DB09212
MPL,CHEMBL1201832
PDE10A,DB08383
MTOR,TCMDC-125575
KDR,CHEMBL3545416
AVPR1A,Terlipressin
GSK3A,DB12010
POLH,IDARUBICIN
BECN1,DB13952
CACNA1C,blocker
TUBA3D,ZAMPANOLIDE
MAPT,RALOXIFENE
NFE2L2,CLOROPHENE
ATIC,FOLIC ACID
AURKA,DB06486
POLB,DIOSMIN
CHRNA10,178100834
BIRC2,PMID25980951-Compound-1
CAMK1D,DB12010
ATAD5,4
HSP90AB1,DB08292
KDM4A,4-HYDROXYESTRADIOL
PRKCG,178101947
MAP4K5,LAS38096
GABRR2,HALAZEPAM
CNR2,PMID27215781-Compound-11
MAP4K4,CYC-116
DDR2,ERLOTINIB
IL12B,DB06083
TGM2,RAPAMYCIN
IDH1,1-BENZYLMALEIMIDE
NOS3,DB01686
AKT3,GSK2141795
LCTL,DB02185
GABRG1,FLURAZEPAM
PRKD1,DB12010
GHR,Syntropin
PARP2,DB11760
HTR1F,DB00669
HMGCR,CRILVASTATIN
HTT,GNF-PF-1852
PIK3C2B,BYL719
GHRHR,DAC:GRF
CSNK1D,SB-203580
PIK3C3,PKI-587
RHD,DB11597
PYGM,DB04195
CYP2D6,DOXORUBICIN
AKT3,GSK2126458
HCK,LIF
RGS4,AM-251
RANBP1,DB09130
CAPN3,DB06124
FLT1,CHEMBL522892
ALOX12,MERCURIC CHLORIDE
PYCR3,DB00172
DNMT1,DEMETHOXYCURCUMIN
TACR3,DB11692
,Methadone
GRIA2,CHEMBL1214124
VIPR2,VASOACTIVE INTESTINAL PEPTIDE
HDAC4,APICIDIN
HDAC1,PMID28092474-Compound-32h
TRPC3,178103669
EZH2,PMID28394193-Compound-55
ABCB1,CAROTENOIDS
PDE2A,PMID27321640-Compound-76
MS4A1,Obinutuzumab
CYP2D6,CAPSAZEPINE
SLC6A3,N-ACETYL-L-CYSTEINE
ERBB2,DB15035
CA1,DB08156
TOP2A,CHEMBL1186894
TNNI3,DB04513
PIK3CB,249565691
HTR1A,CHEMBL1200399
KDR,CHEMBL3545026
SCN9A,135652722
CDK2,DB07054
KIT,Sorafenib
GIPR,SAR438335
NR1I2,DB13955
PDE1B,US9073936
CYP2C19,RIMCAZOLE
ADCY9,NSC-270718
,Desonide
HSD17B10,METHYL 7-DESHYDROXYPYROGALLIN-4-CARBOXYLATE
CYP3A4,IPRATROPIUM
MAPT,GNF-PF-5134
ADRB2,329968451
USP9Y,TESTOSTERONE
MAOB,PHENELZINE
PIK3CA,CH-5132799
HPGD,LY-255283
GNAS,GARCINONE E
EHMT2,TELMISARTAN
CHRM5,Propiverine
UGT1A4,NICOTINE
APEX1,BENZOQUINONE
GABRR3,DB01567
LYN,DB06616
AR,2-AMINOFLURENE
ABCB1,DB00171
FRK,NINTEDANIB
YEATS4,hydrochlorothiazide
HSD11B1,381118868
TP53,SJ000276790
SERPINE1,DB00031
CHRM2,DB00986
XDH,PMID27841045-Compound-156
PPP1CC,DB02860
RIPK2,315661219
IL6,Tumor necrosis factor alpha (TNF-alpha) inhibitors
CTSS,DB08195
ADRB1,135650167
P2RY6,135651589
BCAT2,315661169
CSF2,NORDIHYDROGUAIARETIC ACID
PTGIR,LAROPIPRANT
RAB9A,DNDI1417031
HDAC4,187051794
S100A2,DB01373
RIPK1,340590273
EGFR,TETRAHYDROAPLYSULPHURIN-1
GRM5,DB05070
GLA,PINDOLOL
CNR1,Pyrazolo[1
EGFR,afatinib
CTSB,DB03588
KCNA1,BUPIVACAINE
GABRA1,CNS-7056
PRKD3,CENISERTIB
FGFR1,NGM313
PDGFRB,DB09221
GSK3B,Neu-120
,PMID28454500-Compound-10
ALOX12,celecoxib
PPP5C,DB00171
INSR,CHEMBL1201644
PSMD2,CHEMBL3545432
IL6R,CHEMBL1237022
SLC2A4,HYDROGEN PEROXIDE
HEBP1,Pyrazino[2
TNF,DB09221
P2RY6,135651403
,PMID29865878-Compound-53
IDO1,PHENYLHYDRAZINE
KDR,DORAMAPIMOD
SMO,PMID25726713-Compound-20
MAP3K20,DB01254
ADRA1B,CHEMBL679
CDK2,DB08218
MMP8,GM6001
CAMKK2,PF-562271
S100A9,DB14487
EGFR,249565627
SCN1A,DB00907
CSF1R,178102317
TRPC3,135651528
ADORA2A,Tonapofylline
VDR,ISOTRETINOIN
FGFR2,CVBT-141H
GABRA3,CHEMBL2068724
ADRA1A,PHENYLPROPANOLAMINE
RPS6KA3,249565819
SCN3A,CHEMBL1201729
NR3C1,CHEMBL1200844
FPR2,178102883
DHFR,CHEMBL1201746
ABL1,249565818
EGFR,POZIOTINIB
SHBG,DB04824
RAC1,VEMURAFENIB
ALDH5A1,DB00313
MSLN,RG7882
BRCA1,ACRIFLAVINE CHLORIDE
NR1I2,DB01115
,Peptide analog 17
TSC2,EVEROLIMUS
SENP1,DNDI1417884
ALDH1A1,SJ000111875
KCNA10,135651305
MAPT,RHEIN
AKT3,249565585
SLC2A1,310264666
ABCB1,agomelatine
F2,Anisindione
,Biaryl mannoside derivative 1
CHRM3,DB00767
NR1H3,US9073931
CYP19A1,LETROZOLE
AVPR1A,CHEMBL3545146
AR,AZACITIDINE
PPARD,GW7647
CYP2D6,BERGAPTEN
AR,DB11429
HIF1A,LEVONORDEFRIN
CHRM3,LAS-34273
GABRD,ALLOPREGNANOLONE
ROS1,HESPERADIN
TOP1,10-HYDROXYEVODIAMINE
B4GALNT1,DINUTUXIMAB
USP1,CETRIMIDE
RET,cabozantinib
TRPV1,PMID25666693-Compound-82
,PT-304
MAPT,BIIB092
DNASE1L3,PMID27019002-Compound-37a
ACE,chlorthalidone
ADRA2A,LOFEXIDINE
HKDC1,OXOPURPUREINE
PTGS2,DB02709
MELK,TAE-684
PYGL,dexamethasone
TNF,CYT-609
CDK9,CHEMBL14762
SLC18A2,DB04844
SCN5A,SAFINAMIDE
SMN1,GNF-PF-3501
FEN1,5
CHRNG,CHEMBL1200648
MBNL1,MITOXANTRONE
TPSAB1,318164852
CYP3A4,2-(2-AMINOETHYL)ISOTHIOUREA DIHYDROBROMIDE
MS4A1,Rituximab
CDK2,TGFBETA1
PTGER3,CHEMBL548
PRL,MANNITOL
,US10150740
TSPO,PMID27607364-Compound-59
GABRA3,HALAZEPAM
TNF,ABT-122
ITGA4,PTG-100
CHRM5,DB00458
PTGER1,135650378
PYGM,DB03286
ALK,X-396
NR1I2,progesterone
MAPK9,CAMPTOTHECIN
HLA-A,zonisamide
DCK,idarubicin
DRD1,DB09097
DPYD,Capecitabine
IL5,Mepolizumab
WEE1,DB08365
KHSRP,DB02709
NFE2L2,CHRYSENE
DRD1,DB00408
CBX1,ATHRAQUINONES A
CYP2C19,MYRICETIN
CACNG1,DB00528
ATG5,adalimumab
COMTD1,DB03923
OPRD1,SoRI-9409
IGF1R,AMG-479
RTN4,HYPERBARIC OXYGEN
GALR1,178102720
HEBP1,PMID28454500-Compound-34
,Luvox
SLC6A3,BENZTROPINE
BCL2,FAS LIGAND
PDE3A,349U85.HCL
BRAF,PLX7904
ABCC8,Glibenclamide
,NCX-4016
OPRK1,DB14146
AADAT,US10065972
DRD2,Cariprazine
,Famciclovir
BCL2,Indole-based analog 3
PGGT1B,DB07227
KMT2A,DIFLUFENICAN
TRPM4,DB01016
SLC2A4,PROTEIN SYNTHESIS INHIBITOR
SMN2,6-AZAURIDINE
PRMT3,310264736
TSHR,THYROTROPIN ALFA
FNTB,DB04893
F12,DB14487
MAGEA1,ARA-C
GCA,DB11093
EGFR,neratinib
KIF11,DB08239
ERBB2,Lapatinib
CD74,MILATUZUMAB
PPARG,SHINPTEROCARPIN
HIF1A,DNDI1417388
CD3D,NI-0401
GABRG2,CHEMBL1521
SNCA,DB09130
JAK1,PEMBROLIZUMAB
TNFRSF17,BCMA-CART
EHMT2,GNF-PF-989
CCL17,DEXAMETHASONE
CBX1,METITEPINE
ICAM1,COXSACKIEVIRUS TYPE A21
TGFBR3,CYTOKINES
CYP2C19,CARMUSTINE
YES1,GW831090X
HGF,STI571
ADRA2A,DEXMEDETOMIDINE
KIT,4'-N-BENZOYLSTAUROSPORINE
RAB9A,CID 660258
HTR1A,DB00422
,DB03148
PLK3,TAE-684
HTR2A,DB04842
HSD17B10,SKF-82526
CYP3A4,BUTORPHANOL
,AC-1202
AGXT,DB04083
ADORA2A,GW-328267
EGFR,LAPATINIB
HIF1A,NOSCAPINE
MCHR1,PMID25522065-Compound-16
CSF3R,Filgrastim-SNDZ
PDE4B,CHEMBL484785
TSHR,DECANOIC ACID
KCNH2,DEXPROPRANOLOL HYDROCHLORIDE
CYSLTR1,DB00587
CACNA1C,DB00343
GNAS,BAS 01152706
,ISIS-CRP
CACNA1C,CHEMBL1200402
FCGR2B,DB00112
HTR2B,135650041
PIK3CA,381118806
MCHR1,178100858
BAZ2B,METHYLTHIONINIUM CHLORIDE
CYP2C19,GENISTEIN
KDM4A,INDAZOLE-3-CARBOXYLICACID
GSTP1,FOLFOX REGIMEN
ENO3,DB03645
PRKCD,[3H]-PHORBOL 12
GRIA3,DB05047
INS,Insulin determir
LCK,CHEMBL1201733
KDR,385612234
MS4A1,Ofatumumab
IDH1,VENETOCLAX
GABRR3,CLONAZEPAM
CHRNA9,DB00184
UGT1A1,BELINOSTAT
GSTP1,DB11672
GSTP1,DB04339
CAMK2B,TRIFLUOPERAZINE
AR,DICHLOROPHEN
MMP2,SERMS
IDO1,363894234
PTH1R,TERIPARATIDE
GALK1,GNF-PF-67
CYP2C19,GLAFENINE
FGFR3,384403666
EHMT2,P-PHENYLENEDIAMINE
SELP,YSPSL
AMHR2,metformin
NTRK2,249565869
TTK,328083505
KCNA5,135650266
FNTB,lonafarnib
UQCR10,DB08330
CYP3A4,MRS-1523
GSTP1,DB00903
ERCC1,gemcitabine
NR3C2,DB00393
PDF,DB04368
HRH1,178103781
TNFSF13B,Belimumab
TNFRSF17,CD38 and BCMA CAR-T Cells
P2RX7,Thiazole-fused cycloalkyl carboxamide derivative 1
PIM1,CHEMBL3545194
SIGMAR1,SSR-125329A
WRN,SJ000001516
NFKB2,1-hydroxyl-3
UGT2B7,methadone
MAP2K1,Pyridic ketone derivative 1
KRAS,Gefitinib
RORC,ANDROSTENEDIONE
RPL11,DB07374
CYP2C9,MODAFINIL
MTOR,PERPHENAZINE
UGT1A6,daunorubicin
KLK3,CHEMBL1201837
TUBA1B,DB07574
TSPO,ZOPICLONE
ERBB2,CHEMBL3545063
CHRNB2,CHEMBL3
LCK,249565748
PIK3CB,BYL719
ADRA2B,135651246
TOP2A,EPIPODOPHYLLOTOXIN 4-(MORPHOLINE)CARBAMATE
NTRK2,lithium
ALB,Gadofosveset
UGT1A4,ABT-751
KCNJ1,PMID26004420-Compound-WO2014099633D
KCNQ4,DB04953
GABRA2,CHEMBL407
EGFR,DACOMITINIB
HRH1,CHEMBL1201007
BDNF,VINCRISTINE
PTGER4,178102476
ADRA1A,135651527
THRB,LEVOTHYROXINE
CA6,Sulfamylon
BLVRB,DB04363
HSD17B10,ACRISORCIN
RPS6KB1,AR-A014418
BLK,249565816
PTS,DB03886
GJB3,178101095
CDK4,PD-332991
EHMT2,CLIOQUINOL
HTR2B,DB00247
MTHFR,ETHANOL
CYP3A4,5
KRAS,CGM097
TAAR1,S-(2-CHLOROBENZYL)ISOTHIOUREA HCL
L3MBTL1,2-PICOLINIC ACID
PHKG2,SP-600125
RBP4,US8586571
,Tioconazole
KRAS,IRX4204
ALOX12,AG-808
MAPT,PYRANTEL PAMOATE
OPRM1,CHEMBL426084
MCL1,PMID27744724-Compound-13
CDK2,363894197
,DB11251
HLA-A,terbinafine
,PH10 nasal spray
ANXA3,DB09095
PPARD,HYDRAMETHYLNON
ATP1A1,DB01078
FPR2,178102196
SSRP1,CBL0102
GABRA4,TEMAZEPAM
TRPV1,activator
HRH1,135650435
NDUFB6,CHEMBL3545135
GRIN1,CHEMBL3545351
ESR1,Exemestane
PDE7B,DYPHYLLINE
FLT3,Midostaurin
MAOB,Phenelzine
PDK1,Pyrido[4
RARA,SOY PROTEIN ISOLATE
CD80,CTLA4-IG
CASR,CHEMBL2107572
TP53,OLEOYL DOPAMINE
RIPK2,PD-169316
CSNK1E,310264697
GABRA1,ISOFLURANE
CYP2D6,BD-1008
HMGCR,Crestor/TriLipix
PTGS1,CHEMBL101
AR,178103678
SCN5A,FLECAINIDE
NTRK3,381744997
CHRNA4,DB00747
KCNH2,SJ000171111
DECR1,DB03461
CD274,Nivolumab
MST1R,ALSTERPAULLONE
ADORA2A,135651254
ESR2,DB04216
RPS6KB1,LY-2584702
NFE2L2,NILUTAMIDE
INS,LY2605541
NFKB2,MD1003
RECQL,PURPURIN
ACE,DB01348
MAP2K1,PANITUMUMAB
POLK,PYROGALLOL RED
FASN,BI-87E7
RAB9A,2-AMINO-ANTHRAQUINONE
GRIN2D,135652741
AURKB,178102344
EZH2,178103592
KCNA1,DB06637
,PMID25991433-Compound-B2
NFE2L2,PROPANTHELINE BROMIDE
MERTK,381118841
BIRC5,PACLITAXEL
HRAS,MEK INHIBITOR PD0325901
IDH1,CANDIDIN
PIK3CA,ALPELISIB
NQO2,NSC-640556
MAPT,MMV007396
HDAC9,SB939
GABRA1,178101074
PSMD14,SULFURETIN
NFE2L2,TRIS(2
HSPA8,NSC-119910
KCNK2,CHEMBL1200694
GLRA1,135652718
PDE2A,1
JAK2,BMS-911543
JAK1,PMID27774824-Compound-Figure9Example2up
MCL1,PROCHLORPERAZINE
KDM4E,QUINOSOL
FCGR3B,DB00075
TYMS,CHEMBL1200373
KDM4A,ALTENUSIN
RIPK1,249565867
NFE2L2,DIFENOCONAZOLE
CYP3A4,ECONAZOLE NITRATE
AR,Flufenamic Acid
HRNR,DB14487
GABRR1,BROMAZEPAM
ADSS,ALANOSINE
ESR1,GTx-758
DRD2,CARPHENAZINE
FBXW7,Docetaxel
ESR1,antagonist
TRBC1,DB02740
GRIA1,178100963
CACNA1G,DB00347
EDN1,muraglitazar
ACHE,PMID29757691-Compound-7
KDM4A,GNF-PF-840
BCL6,FENRETINIDE
SCN10A,CHEMBL919
POLK,AG-99
CYP2C9,CLEMASTINE
ALDH1A1,ZM-449829
EPOR,METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA
APEX1,3-METHOXYCATECHOL
BGLAP,METHIMAZOLE
KCNQ4,135651334
IDH1,SANGUINARIUM CHLORIDE
GABRP,EVT-201
IRAK4,TAE-684
HDAC5,RESMINOSTAT
MAPT,CARBIDOPA
GABRG3,Stiripentol
KDM4E,Pyridine-2
,Lypressin
MAP4K4,SOTRASTAURIN
PTGDR2,135650390
MUC1,MUC-1 CART cell immunotherapy
CHRM1,antagonist
SLC22A7,capecitabine
RAB9A,CID 887167
SLC6A3,ALTROPANE
CSF3R,FILGRAMSTIM
CD19,CAR-T Cells targeting CD19
CYP2C19,MANGOSTIN
CSF1R,DOVITINIB
TRPV1,CHEMBL3707398
FPR2,178102884
AURKB,LINIFANIB
NR3C1,TPI-1020
APOBEC3G,SCOULERINE
ACE,antipsychotics
CREBBP,(-)-ROLIPRAM
ADRB2,CHEMBL1200447
PIK3CA,Linsitinib
CFTR,DB08820
KDM4E,BUMETANIDE
SLC2A4,GREEN TEA EXTRACT
LCK,CENISERTIB
AR,HALOPROGIN
HTR6,PMID30124346-Compound-34TABLE4
CYP2D6,Modafinil
CHRM2,ROCURONIUM
DRD2,ITI-007
HDAC4,PMID29671355-Compound-62
PTH,PUROMYCIN
TUBB4B,MAYTANSINE
CYP2C9,RO-410960
CDC42,DB04315
MINK1,PD-0166285
SLC2A1,DIAZEPAM
UQCRH,DB04799
UGT1A6,febuxostat
TYMS,CAPECITABINE
HSP90AA1,TCMDC-123828
HTR1A,DB01392
CNR2,PMID27215781-Compound-25
ADRB2,TA-2005
,Dirithromycin
PIK3C2B,BAY80-6946
MAPT,DOXORUBICIN HYDROCHLORIDE
EHMT2,BUTHIONINE SULFOXIMINE
ERN1,249565809
SCN1A,CHEMBL1201754
IDS,Recombinant human iduronate-2-sulfatase
MAP2K1,363894205
SLCO1B1,Rosuvastatin
TNC,CHEMBL2109584
NR3C1,CHRYSIN
CIP2A,GEMCITABINE
FLT1,DB05932
SLC6A4,178104007
GABRG2,HALAZEPAM
F9,CHEMBL3833393
MPHOSPH8,TYRPHOSTIN AG 879
VEGFA,Carbamide derivative 17
DRD2,Ergonovine
TDP1,FUMARPROTOCETRARIC ACID
APOBEC3G,NSC-8186
CYP1A2,AG-99
CYP3A4,SB-408124
AURKB,PAZOPANIB
GRIA2,DB01354
PIK3CD,NVP-BEZ242
IDO1,
SMAD3,MITOXANTRONE
MC4R,387271628
DRD4,135651480
SMO,Imidazo bicyclic iminium derivative 4
TYK2,178102342
HSP90AB1,ZEARALENONE
SERPINA5,gemcitabine
EPHA3,DB12010
,Loxoprofen gel
SLC12A1,Chlorthalidone
ODC1,CHEMBL1201037
FCGR1A,DB00707
CCK,DB13729
CBX1,CAPSAZEPINE
ESR1,TTC-352
GSK3B,SOTRASTAURIN
PTGS1,DB01892
CYP2C9,propofol
IDH1,DNDI1318477
HTR1D,ERGOTAMINE
MTR,DB00200
ALOX15,381744944
GNMT,DB00118
EHMT2,IMIPRAMINE
TRPM1,135652747
,PIKAMILONE
BRAF,PLX8394
GABRA1,DB00546
RAPGEF3,CRYPTOTANSHINONE
ACE,spironolactone
GABRA4,TRIAZOLAM
ANGPT2,CVX-060
PIK3CA,ZSTK474
GALR3,METHACHOLINE CHLORIDE
GDF2,ACE-041
EGFR,BIBX-1382
IL1B,VERAPAMIL
RAD52,GNF-PF-2657
GRM2,223366013
CYP3A5,TESMILIFENE
,ARRY-520
CEL,Bucelipase alfa
TYMS,OSI-7904L
VEGFA,SORAFENIB TOSYLATE
PTH2R,135652417
GNRH1,DDS
HSP90AA1,GNF-PF-3641
IGF1R,VPI-2690B
POLB,DB07479
NCAM1,CART-56 cells
PDE4A,AVE-8112
BAZ2B,GNF-PF-5381
GMNN,DNDI1417973
,Pyrotinib
LYN,SORAFENIB
TLR7,CHEMBL1282
DBH,Antiinflammatory agents
TUBB2A,ZAMPANOLIDE
IGF1,DB01890
CTSG,JNJ-10311795
PTGS2,NEPAFENAC
HDAC1,348353661
MKNK2,SORAFENIB
NDUFB9,CHEMBL3545135
EHMT2,DANTHRON
CYP2C19,INDINAVIR
ACE,antidepressants
PRKCA,178102320
FGFR1,Lucitanib
CCND1,NIFEDIPINE
KIT,CHEMBL124660
NFE2L2,IOXYNIL
CRBN,CHEMBL43452
HTR1E,135649836
NR3C1,HYDROCORTAMATE
HRH3,CHEMBL517140
GABBR1,R-BACLOFEN
SLC22A2,CIMETIDINE
GABRQ,TRIAZOLAM
AGTR2,135651616
TOP1,TLC-388
NAT2,cyclophosphamide
GCGR,Biphenyl carboxamidopropanoic acid derivative 1
PSMC2,CHEMBL325041
MAOA,PMID25399762-Compound-Figure3-Lycojaponicumin C
GNRHR,DB06785
NTRK1,Pyrazolo[1
CA1,CHEMBL1200814
PDK1,PMID25684022-Compound-WO2008005457
DRD4,PROPIOMAZINE
RXFP1,135652435
CAMK2B,TAE-684
HPGD,NSC-209931
CTNNBL1,Beta-acetyldigoxin
BIRC5,RAS INHIBITOR
CYP1A2,HYDROCOTARNINE
PIK3CG,178102646
CHRM2,135650308
SLC12A1,HYDROFLUMETHIAZIDE
GMNN,NISOLDIPINE
RAF1,SORAFENIB
S1PR5,318164808
JAK1,Aminotriazolopyridine derivative 1
GGT1,ANTIBIOTICS
NPC1,GNF-PF-1872
KDM4A,EUPAFOLIN
PTGS2,DB00244
G6PD,acetaminophen / tramadol
,AZD4877
MET,CBT-101
PRKCQ,DB02482
OPRD1,223365899
,Vortioxetine
VDR,PYRITHIONE ZINC
TUBB3,PODOFILOX
CHRM2,DB00332
CDK8,178102513
SSTR2,INSULIN
PSMA2,CHEMBL3545432
HRH1,135649684
NQO2,NSC-640584
MTOR,PAZOPANIB
DNER,Pyrimido-indole derivative 1
ADH1C,DB02721
CHUK,N-(3-OXODODECANOYL)HOMOSERINELACTONE
CYP2D6,Tamsulosin
FLT4,VANDETANIB
HTR1A,ORG-13011
GRIK2,DB00418
POLB,3
LTK,SOTRASTAURIN
RECQL,ELLIPTECINE
FAAH,Heteroaryl-substituted urea derivative 1
DRD2,CHEMBL14376
TMEM97,ANAVEX 1007
DDR2,Dasatinib
ADRB1,178102207
HPGD,TYRPHOSTIN 47
BRAF,Vemurafenib
GCGR,Glucagon recombinant
