Drug_name,Pathway_name,smpdb-id,category
Adenosine phosphate,Arginine and Proline Metabolism,SMP0000020,metabolic
Adenosine phosphate,Selenoamino Acid Metabolism,SMP0000029,metabolic
Adenosine phosphate,Pentose Phosphate Pathway,SMP0000031,metabolic
Adenosine phosphate,Histidine Metabolism,SMP0000044,metabolic
Adenosine phosphate,Purine Metabolism,SMP0000050,metabolic
Adenosine phosphate,Fatty Acid Metabolism,SMP0000051,metabolic
Adenosine phosphate,Pyruvate Metabolism,SMP0000060,metabolic
Adenosine phosphate,Glutamate Metabolism,SMP0000072,metabolic
Adenosine phosphate,Butyrate Metabolism,SMP0000073,metabolic
Adenosine phosphate,Thiamine Metabolism,SMP0000076,metabolic
Adenosine phosphate,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Adenosine phosphate,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Adenosine phosphate,Histidinemia,SMP0000191,disease
Adenosine phosphate,Leigh Syndrome,SMP0000196,disease
Adenosine phosphate,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Adenosine phosphate,Pyruvate Dehydrogenase Complex Deficiency,SMP0000212,disease
Adenosine phosphate,Clarithromycin Action Pathway,SMP0000248,drug_action
Adenosine phosphate,Roxithromycin Action Pathway,SMP0000251,drug_action
Adenosine phosphate,Gentamicin Action Pathway,SMP0000254,drug_action
Adenosine phosphate,Oxytetracycline Action Pathway,SMP0000293,drug_action
Adenosine phosphate,Tetracycline Action Pathway,SMP0000294,drug_action
Adenosine phosphate,Pyruvate Decarboxylase E1 Component Deficiency (PDHE1 Deficiency),SMP0000334,disease
Adenosine phosphate,Hyperinsulinism-Hyperammonemia Syndrome,SMP0000339,disease
Adenosine phosphate,Hyperprolinemia Type II,SMP0000360,disease
Adenosine phosphate,Hyperprolinemia Type I,SMP0000361,disease
alpha-Linolenic acid,Alpha Linolenic Acid and Linoleic Acid Metabolism,SMP0000018,metabolic
Serine,Glycine and Serine Metabolism,SMP0000004,metabolic
Serine,Ammonia Recycling,SMP0000009,metabolic
Serine,Selenoamino Acid Metabolism,SMP0000029,metabolic
Serine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Serine,Globoid Cell Leukodystrophy,SMP0000348,disease
Serine,Sarcosine Oncometabolite Pathway,SMP0002313,disease
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/14:0),SMP0015056,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/14:1(9Z)),SMP0015057,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/15:0),SMP0015058,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/18:1(11Z)),SMP0015062,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/18:1(9Z)),SMP0015063,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/20:4(8Z,11Z,14Z,17Z)),SMP0015074,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/22:1(13Z)),SMP0015077,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/22:2(13Z,16Z)),SMP0015078,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:0/24:1(15Z)),SMP0015084,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/14:1(9Z)),SMP0015086,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/18:1(9Z)),SMP0015092,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/18:3(6Z,9Z,12Z)),SMP0015094,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/18:3(9Z,12Z,15Z)),SMP0015095,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/20:0),SMP0015097,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/20:3(8Z,11Z,14Z)),SMP0015101,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/20:4(8Z,11Z,14Z,17Z)),SMP0015103,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)),SMP0015109,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/24:0),SMP0015112,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(15:0/14:0),SMP0015114,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(15:0/15:0),SMP0015116,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(15:0/16:0),SMP0015117,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(15:0/18:0),SMP0015119,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(15:0/18:1(11Z)),SMP0015120,metabolic
Serine,Phosphatidylethanolamine Biosynthesis PE(15:0/18:1(9Z)),SMP0015121,metabolic
Methionine,Glycine and Serine Metabolism,SMP0000004,metabolic
Methionine,Betaine Metabolism,SMP0000123,metabolic
Methionine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Methionine,Clarithromycin Action Pathway,SMP0000248,drug_action
Methionine,Roxithromycin Action Pathway,SMP0000251,drug_action
Methionine,Gentamicin Action Pathway,SMP0000254,drug_action
Methionine,Oxytetracycline Action Pathway,SMP0000293,drug_action
Methionine,Tetracycline Action Pathway,SMP0000294,drug_action
Methionine,Arbekacin Action Pathway,SMP0000713,drug_action
Methionine,Troleandomycin Action Pathway,SMP0000730,drug_action
Methionine,Josamycin Action Pathway,SMP0000731,drug_action
Methionine,Sarcosine Oncometabolite Pathway,SMP0002313,disease
Methionine,Methionine Metabolism,SMP0000033,metabolic
Methionine,Methionine Adenosyltransferase Deficiency,SMP0000221,disease
Methionine,Non-Ketotic Hyperglycinemia,SMP0000223,disease
Methionine,Sarcosinemia,SMP0000244,disease
Methionine,Telithromycin Action Pathway,SMP0000252,drug_action
Methionine,Amikacin Action Pathway,SMP0000253,drug_action
Methionine,Spectinomycin Action Pathway,SMP0000258,drug_action
Methionine,Demeclocycline Action Pathway,SMP0000290,drug_action
Methionine,Doxycycline Action Pathway,SMP0000291,drug_action
Methionine,Minocycline Action Pathway,SMP0000292,drug_action
Methionine,Lymecycline Action Pathway,SMP0000295,drug_action
Methionine,Spermidine and Spermine Biosynthesis,SMP0000445,metabolic
Methionine,Tigecycline Action Pathway,SMP0000712,drug_action
Methionine,Paromomycin Action Pathway,SMP0000714,drug_action
Methionine,Methacycline Action Pathway,SMP0000727,drug_action
Methionine,Lincomycin Action Pathway,SMP0000728,drug_action
Methionine,Chloramphenicol Action Pathway,SMP0000729,drug_action
Methionine,Dihydropyrimidine Dehydrogenase Deficiency (DHPD),SMP0000179,disease
Tyrosine,Aromatic L-Aminoacid Decarboxylase Deficiency,SMP0000170,disease
Tyrosine,Phenylketonuria,SMP0000206,disease
Tyrosine,Tyrosine Metabolism,SMP0000006,metabolic
Tyrosine,Catecholamine Biosynthesis,SMP0000012,metabolic
Tyrosine,Tyrosinemia Type I,SMP0000218,disease
Tyrosine,Tyrosinemia Type 3 (TYRO3),SMP0000370,disease
Tyrosine,Disulfiram Action Pathway,SMP0000429,drug_action
Tyrosine,Phenylalanine and Tyrosine Metabolism,SMP0000008,metabolic
Tyrosine,Alkaptonuria,SMP0000169,disease
Tyrosine,Hawkinsinuria,SMP0000190,disease
Tyrosine,Tyrosinemia Type 2 (or Richner-Hanhart Syndrome),SMP0000369,disease
Tyrosine,Tyrosinemia, Transient, of the Newborn,SMP0000494,disease
Tyrosine,Tyrosine Hydroxylase Deficiency,SMP0000497,disease
Tyrosine,Dopamine beta-Hydroxylase Deficiency,SMP0000498,disease
Tyrosine,Monoamine Oxidase-A Deficiency (MAO-A),SMP0000533,disease
Tyrosine,Thyroid Hormone Synthesis,SMP0000716,metabolic
Succinic acid,Ketone Body Metabolism,SMP0000071,metabolic
Succinic acid,2-Hydroxyglutric Aciduria (D and L Form),SMP0000136,disease
Succinic acid,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,SMP0000138,disease
Succinic acid,Methylmalonic Aciduria,SMP0000200,disease
Succinic acid,Prolidase Deficiency (PD),SMP0000207,disease
Succinic acid,Prolinemia Type II,SMP0000208,disease
Succinic acid,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000243,disease
Succinic acid,Ornithine Aminotransferase Deficiency (OAT Deficiency),SMP0000363,disease
Succinic acid,Refsum Disease,SMP0000451,disease
Succinic acid,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],SMP0000506,disease
Succinic acid,Isobutyryl-CoA Dehydrogenase Deficiency,SMP0000523,disease
Succinic acid,Congenital Lactic Acidosis,SMP0000546,disease
Succinic acid,Fumarase Deficiency,SMP0000547,disease
Succinic acid,Mitochondrial Complex II Deficiency,SMP0000548,disease
Succinic acid,2-Ketoglutarate Dehydrogenase Complex Deficiency,SMP0000549,disease
Succinic acid,Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000567,disease
Succinic acid,Warburg Effect,SMP0000654,metabolic
Succinic acid,The Oncogenic Action of 2-Hydroxyglutarate,SMP0002291,disease
Succinic acid,Oxidation of Branched-Chain Fatty Acids,SMP0000030,metabolic
Succinic acid,Valine, Leucine, and Isoleucine Degradation,SMP0000032,metabolic
Succinic acid,3-Methylglutaconic Aciduria Type III,SMP0000140,disease
Succinic acid,3-Methylglutaconic Aciduria Type IV,SMP0000141,disease
Succinic acid,Maple Syrup Urine Disease,SMP0000199,disease
Succinic acid,Propionic Acidemia,SMP0000236,disease
Succinic acid,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,SMP0000237,disease
Succinic acid,Isovaleric Aciduria,SMP0000238,disease
Succinic acid,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),SMP0000362,disease
Succinic acid,Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP0000384,disease
Succinic acid,Homocarnosinosis,SMP0000385,disease
Succinic acid,Creatine Deficiency, Guanidinoacetate Methyltransferase Deficiency,SMP0000504,disease
Riboflavin,Riboflavin Metabolism,SMP0000070,metabolic
N-Acetylglucosamine,Amino Sugar Metabolism,SMP0000045,metabolic
N-Acetylglucosamine,G(M2)-Gangliosidosis: Variant B, Tay-Sachs Disease,SMP0000534,disease
N-Acetylglucosamine,Sialuria or French Type Sialuria,SMP0000216,disease
N-Acetylglucosamine,Sialuria or French Type Sialuria,SMP0000217,disease
N-Acetylglucosamine,Salla Disease/Infantile Sialic Acid Storage Disease,SMP0000240,disease
N-Acetylglucosamine,Tay-Sachs Disease,SMP0000390,disease
Glutamic acid,Carbamoyl Phosphate Synthetase Deficiency,SMP0000002,disease
Glutamic acid,Argininosuccinic Aciduria,SMP0000003,disease
Glutamic acid,Glycine and Serine Metabolism,SMP0000004,metabolic
Glutamic acid,Tyrosine Metabolism,SMP0000006,metabolic
Glutamic acid,Ammonia Recycling,SMP0000009,metabolic
Glutamic acid,Propanoate Metabolism,SMP0000016,metabolic
Glutamic acid,Arginine and Proline Metabolism,SMP0000020,metabolic
Glutamic acid,Histidine Metabolism,SMP0000044,metabolic
Glutamic acid,Purine Metabolism,SMP0000050,metabolic
Glutamic acid,Glutamate Metabolism,SMP0000072,metabolic
Glutamic acid,Etodolac Action Pathway,SMP0000084,drug_action
Glutamic acid,Ketoprofen Action Pathway,SMP0000085,drug_action
Glutamic acid,Ibuprofen Action Pathway,SMP0000086,drug_action
Glutamic acid,Celecoxib Action Pathway,SMP0000096,drug_action
Glutamic acid,Suprofen Action Pathway,SMP0000101,drug_action
Glutamic acid,Indomethacin Action Pathway,SMP0000104,drug_action
Glutamic acid,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,SMP0000137,disease
Glutamic acid,3-Methylglutaconic Aciduria Type I,SMP0000139,disease
Glutamic acid,beta-Ketothiolase Deficiency,SMP0000173,disease
Glutamic acid,Glutaric Aciduria Type I,SMP0000186,disease
Glutamic acid,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Glutamic acid,Histidinemia,SMP0000191,disease
Glutamic acid,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Glutamic acid,Sialuria or French Type Sialuria,SMP0000216,disease
Glutamic acid,Sialuria or French Type Sialuria,SMP0000217,disease
Glutamic acid,Tyrosinemia Type I,SMP0000218,disease
Glutamic acid,Saccharopinuria/Hyperlysinemia II,SMP0000239,disease
Glutamic acid,Salla Disease/Infantile Sialic Acid Storage Disease,SMP0000240,disease
Glutamic acid,Diflunisal Action Pathway,SMP0000289,drug_action
Glutamic acid,Hyperinsulinism-Hyperammonemia Syndrome,SMP0000339,disease
Glutathione,Piroxicam Action Pathway,SMP0000077,drug_action
Glutathione,Rofecoxib Action Pathway,SMP0000087,drug_action
Glutathione,Diclofenac Action Pathway,SMP0000093,drug_action
Glutathione,Sulindac Action Pathway,SMP0000094,drug_action
Glutathione,Nabumetone Action Pathway,SMP0000114,drug_action
Glutathione,Valdecoxib Action Pathway,SMP0000116,drug_action
Glutathione,2-Hydroxyglutric Aciduria (D and L Form),SMP0000136,disease
Glutathione,gamma-Glutamyltransferase Deficiency,SMP0000183,disease
Glutathione,4-Hydroxybutyric Aciduria/Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000243,disease
Glutathione,5-Oxoprolinase Deficiency,SMP0000500,disease
Glutathione,Succinic Semialdehyde Dehydrogenase Deficiency,SMP0000567,disease
Glutathione,Antipyrine Action Pathway,SMP0000692,drug_action
Glutathione,Flurbiprofen Action Pathway,SMP0000697,drug_action
Glutathione,Nepafenac Action Pathway,SMP0000702,drug_action
Glutathione,Glutathione Metabolism,SMP0000015,metabolic
Glutathione,Arachidonic Acid Metabolism,SMP0000075,metabolic
Glutathione,Acetylsalicylic Acid Action Pathway,SMP0000083,drug_action
Glutathione,Ketorolac Action Pathway,SMP0000098,drug_action
Glutathione,Bromfenac Action Pathway,SMP0000102,drug_action
Glutathione,Meloxicam Action Pathway,SMP0000106,drug_action
Glutathione,Mefenamic Acid Action Pathway,SMP0000109,drug_action
Glutathione,Oxaprozin Action Pathway,SMP0000113,drug_action
Glutathione,Naproxen Action Pathway,SMP0000120,drug_action
Glutathione,5-Oxoprolinuria,SMP0000143,disease
Glutathione,Glutathione Synthetase Deficiency,SMP0000337,disease
Glutathione,Homocarnosinosis,SMP0000385,disease
Glutathione,Cyclophosphamide Action Pathway,SMP0000447,drug_action
Glutathione,Pyruvate Kinase Deficiency,SMP0000559,disease
Glutathione,Cyclophosphamide Metabolism Pathway,SMP0000604,drug_metabolism
Glutathione,Acetaminophen Metabolism Pathway,SMP0000640,drug_metabolism
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/14:0),SMP0014216,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/15:0),SMP0014218,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/16:1(9Z)),SMP0014220,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/18:2(9Z,12Z)),SMP0014224,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/20:0),SMP0014228,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/20:1(11Z)),SMP0014229,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/20:2(11Z,14Z)),SMP0014230,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/20:4(5Z,8Z,11Z,14Z)),SMP0014233,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/20:5(5Z,8Z,11Z,14Z,17Z)),SMP0014235,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z)),SMP0014240,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014242,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0),SMP0014245,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:0),SMP0014248,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z)),SMP0014249,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:3(9Z,12Z,15Z)),SMP0014255,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:2(13Z,16Z)),SMP0014267,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:0),SMP0014272,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/14:0),SMP0014274,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/16:0),SMP0014277,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/16:1(9Z)),SMP0014278,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/18:0),SMP0014279,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/20:1(11Z)),SMP0014287,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/20:3(8Z,11Z,14Z)),SMP0014290,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/20:4(5Z,8Z,11Z,14Z)),SMP0014291,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/22:0),SMP0014294,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)),SMP0014300,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(16:0/14:0),SMP0014303,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(16:0/14:1(9Z)),SMP0014304,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(16:0/16:0),SMP0014306,metabolic
Phosphatidyl serine,Phosphatidylcholine Biosynthesis PC(16:0/18:1(9Z)),SMP0014310,metabolic
Glycine,Glycine and Serine Metabolism,SMP0000004,metabolic
Glycine,Ammonia Recycling,SMP0000009,metabolic
Glycine,Arginine and Proline Metabolism,SMP0000020,metabolic
Glycine,Porphyrin Metabolism,SMP0000024,metabolic
Glycine,Purine Metabolism,SMP0000050,metabolic
Glycine,Glutamate Metabolism,SMP0000072,metabolic
Glycine,Cystathionine beta-Synthase Deficiency,SMP0000177,disease
Glycine,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Glycine,Purine Nucleoside Phosphorylase Deficiency,SMP0000210,disease
Glycine,Congenital Bile Acid Synthesis Defect Type II,SMP0000314,disease
Glycine,Hyperinsulinism-Hyperammonemia Syndrome,SMP0000339,disease
Glycine,Hyperprolinemia Type II,SMP0000360,disease
Glycine,Hyperprolinemia Type I,SMP0000361,disease
Glycine,Lesch-Nyhan Syndrome (LNS),SMP0000364,disease
Glycine,Gout or Kelley-Seegmiller Syndrome,SMP0000365,disease
Glycine,Mercaptopurine Action Pathway,SMP0000428,drug_action
Glycine,Carnitine Synthesis,SMP0000465,metabolic
Glycine,gamma-Glutamyltranspeptidase Deficiency,SMP0000501,disease
Glycine,L-Arginine:Glycine Amidinotransferase Deficiency,SMP0000507,disease
Glycine,Adenine Phosphoribosyltransferase Deficiency (APRT),SMP0000535,disease
Glycine,27-Hydroxylase Deficiency,SMP0000720,disease
Glycine,Sarcosine Oncometabolite Pathway,SMP0002313,disease
Glycine,Methionine Metabolism,SMP0000033,metabolic
Glycine,Bile Acid Biosynthesis,SMP0000035,metabolic
Glycine,2-Hydroxyglutric Aciduria (D and L Form),SMP0000136,disease
Glycine,Adenosine Deaminase Deficiency,SMP0000144,disease
Glycine,AICA-Ribosiduria,SMP0000168,disease
Glycine,gamma-Glutamyltransferase Deficiency,SMP0000183,disease
Glycine,Molybdenum Cofactor Deficiency,SMP0000203,disease
Glycine,Prolidase Deficiency (PD),SMP0000207,disease
Pyridoxal,2-Methyl-3-hydroxybutryl-CoA Dehydrogenase Deficiency,SMP0000137,disease
Pyridoxal,3-Methylglutaconic Aciduria Type I,SMP0000139,disease
Pyridoxal,beta-Ketothiolase Deficiency,SMP0000173,disease
Pyridoxal,Isovaleric Acidemia,SMP0000524,disease
Pyridoxal,Vitamin B6 Metabolism,SMP0000017,metabolic
Pyridoxal,3-Hydroxy-3-methylglutaryl-CoA Lyase Deficiency,SMP0000138,disease
Pyridoxal,Methylmalonic Aciduria,SMP0000200,disease
Pyridoxal,Hypophosphatasia,SMP0000503,disease
Pyridoxal,Isobutyryl-CoA Dehydrogenase Deficiency,SMP0000523,disease
Pyridoxal,Valine, Leucine, and Isoleucine Degradation,SMP0000032,metabolic
Pyridoxal,3-Methylglutaconic Aciduria Type III,SMP0000140,disease
Pyridoxal,3-Methylglutaconic Aciduria Type IV,SMP0000141,disease
Pyridoxal,Maple Syrup Urine Disease,SMP0000199,disease
Pyridoxal,Propionic Acidemia,SMP0000236,disease
Pyridoxal,3-Methylcrotonyl-CoA Carboxylase Deficiency Type I,SMP0000237,disease
Pyridoxal,Isovaleric Aciduria,SMP0000238,disease
Pyridoxal,Methylmalonate Semialdehyde Dehydrogenase Deficiency,SMP0000384,disease
Pyridoxal,3-Hydroxyisobutyric Acid Dehydrogenase Deficiency,SMP0000521,disease
Pyridoxal,3-Hydroxyisobutyric Aciduria,SMP0000522,disease
Creatine,Glycine and Serine Metabolism,SMP0000004,metabolic
Creatine,Arginine and Proline Metabolism,SMP0000020,metabolic
Creatine,Guanidinoacetate Methyltransferase Deficiency (GAMT Deficiency),SMP0000188,disease
Creatine,Hyperprolinemia Type II,SMP0000360,disease
Creatine,Hyperprolinemia Type I,SMP0000361,disease
Creatine,L-Arginine:Glycine Amidinotransferase Deficiency,SMP0000507,disease
Creatine,Prolidase Deficiency (PD),SMP0000207,disease
Creatine,Prolinemia Type II,SMP0000208,disease
Creatine,Non-Ketotic Hyperglycinemia,SMP0000223,disease
Creatine,Sarcosinemia,SMP0000244,disease
Creatine,Ornithine Aminotransferase Deficiency (OAT Deficiency),SMP0000363,disease
Creatine,Hyperornithinemia-Hyperammonemia-Homocitrullinuria [HHH-syndrome],SMP0000506,disease
